layer,sv_index_zero_based,sv_rank,sv_label,singular_value,gap_to_higher_rank,gap_to_lower_rank,local_gap,relative_local_gap
3,32,32,SV32,24.039697647094727,0.5240116119384766,0.2433757781982422,0.2433757781982422,0.010123911780049151
3,33,33,SV33,23.796321868896484,0.2433757781982422,0.8199481964111328,0.2433757781982422,0.0102274536182145
3,34,34,SV34,22.97637367248535,0.8199481964111328,0.1868438720703125,0.1868438720703125,0.008132000059437648
3,35,35,SV35,22.78952980041504,0.1868438720703125,0.33049964904785156,0.1868438720703125,0.008198671657846567
3,36,36,SV36,22.459030151367188,0.33049964904785156,0.5519828796386719,0.33049964904785156,0.014715668789808917
3,37,37,SV37,21.907047271728516,0.5519828796386719,0.20881271362304688,0.20881271362304688,0.009531759850289083
3,38,38,SV38,21.69823455810547,0.20881271362304688,0.180755615234375,0.180755615234375,0.008330429590957342
3,39,39,SV39,21.517478942871094,0.180755615234375,0.29332542419433594,0.180755615234375,0.008400408603362929
3,40,40,SV40,21.224153518676758,0.29332542419433594,0.3042583465576172,0.29332542419433594,0.013820359145829606
3,41,41,SV41,20.91989517211914,0.3042583465576172,0.08728981018066406,0.08728981018066406,0.004172573976230962
3,42,42,SV42,20.832605361938477,0.08728981018066406,0.5454654693603516,0.08728981018066406,0.004190057300281031
3,43,43,SV43,20.287139892578125,0.5454654693603516,0.12374496459960938,0.12374496459960938,0.00609967522552947
3,44,44,SV44,20.163394927978516,0.12374496459960938,0.08417510986328125,0.08417510986328125,0.004174649664103972
3,45,45,SV45,20.079219818115234,0.08417510986328125,0.08722877502441406,0.08417510986328125,0.004192150423461148
3,46,46,SV46,19.99199104309082,0.08722877502441406,0.23799896240234375,0.08722877502441406,0.004363185979645589
3,47,47,SV47,19.753992080688477,0.23799896240234375,0.25969696044921875,0.23799896240234375,0.012048145075192765
3,48,48,SV48,19.494295120239258,0.25969696044921875,0.1836719512939453,0.1836719512939453,0.009421830856723537
3,49,49,SV49,19.310623168945312,0.1836719512939453,0.2326030731201172,0.1836719512939453,0.009511446093014766
3,50,50,SV50,19.078020095825195,0.2326030731201172,0.17392539978027344,0.17392539978027344,0.009116533000105875
3,51,51,SV51,18.904094696044922,0.17392539978027344,0.22782325744628906,0.17392539978027344,0.009200408830826571
3,52,52,SV52,18.676271438598633,0.22782325744628906,0.010366439819335938,0.010366439819335938,0.0005550593893121195
3,53,53,SV53,18.665904998779297,0.010366439819335938,0.32161903381347656,0.010366439819335938,0.0005553676513415168
3,54,54,SV54,18.34428596496582,0.32161903381347656,0.15485763549804688,0.15485763549804688,0.008441736887104584
3,55,55,SV55,18.189428329467773,0.15485763549804688,0.09132575988769531,0.09132575988769531,0.0050208152908106
3,56,56,SV56,18.098102569580078,0.09132575988769531,0.26276206970214844,0.09132575988769531,0.005046151083329522
3,57,57,SV57,17.83534049987793,0.26276206970214844,0.18700027465820312,0.18700027465820312,0.01048481662906761
3,58,58,SV58,17.648340225219727,0.18700027465820312,0.1668872833251953,0.1668872833251953,0.009456259409976188
3,59,59,SV59,17.48145294189453,0.1668872833251953,0.18078231811523438,0.1668872833251953,0.009546533911105739
3,60,60,SV60,17.300670623779297,0.18078231811523438,0.16956329345703125,0.16956329345703125,0.009800966514209638
3,61,61,SV61,17.131107330322266,0.16956329345703125,0.1863880157470703,0.16956329345703125,0.009897976247974477
